#Selection name: Selection 1
#Area (µm^2): 30942047.62
Cell ID,Cluster,Transcripts,Area (µm^2)
ljciaajf-1,Cluster 1,0,122.73
ljblgfbd-1,Cluster 4,0,31.11
ljbkigdn-1,Cluster 1,0,119.71
ljcgibge-1,Cluster 1,0,121.29
ldbdkbic-1,Cluster 13,0,26.01
ljbnfjmp-1,Cluster 11,0,30.66
ljciabid-1,Cluster 1,0,148.38
ljbmaknf-1,Cluster 1,0,203.43
lkdahpjb-1,Cluster 1,0,139.89
ldbajblo-1,Cluster 9,0,57.26
ldbahnji-1,Cluster 1,0,199.59
lkdabodf-1,Cluster 1,0,159.85
lkdghngc-1,Cluster 31,0,62.14
lkdigmfj-1,Cluster 1,0,68.01
lkdjbfbn-1,Cluster 1,0,77.85
lkdjphep-1,Cluster 1,0,99.39
ljbknelk-1,Cluster 31,0,55.41
bbgiopho-1,Cluster 3,0,95.37
lkdhjibe-1,Cluster 34,0,108.69
ljcfnije-1,Cluster 3,0,234.36
lkdeadof-1,Cluster 1,0,120.43
lkdckhhl-1,Cluster 1,0,127.57
ljbocnob-1,Cluster 1,0,112.94
ljbjblfd-1,Cluster 1,0,240.68
ljcfkhbh-1,Cluster 10,0,10.30
lkdencbf-1,Cluster 1,0,98.17
lkddillp-1,Cluster 13,0,27.14
lkddipgo-1,Cluster 11,0,103.09
ljbpclpn-1,Cluster 33,0,15.67
ljbmlich-1,Cluster 1,0,111.67
bbgihded-1,Cluster 19,0,46.01
lkdhhgld-1,Cluster 1,0,276.13
ljfigdfi-1,Cluster 2,0,112.12
bbfbfnjg-1,Cluster 3,0,105.67
bbgaeejh-1,Cluster 3,0,100.83
ljfonpmo-1,Cluster 2,0,137.18
bbpenlog-1,Cluster 3,0,126.57
ljfifdhn-1,Cluster 2,0,88.46
bbfboigg-1,Cluster 12,0,85.35
ljfnmnii-1,Cluster 2,0,133.08
bbfnogmj-1,Cluster 2,0,191.91
ljfjanpi-1,Cluster 2,0,106.98
bbfipipk-1,Cluster 12,0,51.43
bbgalgih-1,Cluster 19,0,59.02
bbfkdohl-1,Cluster 3,0,99.98
ljfkhfan-1,Cluster 2,0,160.49
bbfkdanc-1,Cluster 19,0,56.17
lipnmipc-1,Cluster 19,0,54.68
liincdma-1,Cluster 4,0,33.33
ljfjoilp-1,Cluster 14,0,16.75
bbfgegbk-1,Cluster 17,0,96.77
bbfodgkn-1,Cluster 2,0,150.33
liincmpl-1,Cluster 11,0,142.33
bbgafkfe-1,Cluster 26,0,68.59
bbfgbbch-1,Cluster 2,0,134.43
bbfocaih-1,Cluster 2,0,171.73
liilcmhe-1,Cluster 4,0,61.28
liinfknj-1,Cluster 13,0,39.11
liimihgf-1,Cluster 11,0,104.63
ljfkbkop-1,Cluster 4,0,42.09
lippklad-1,Cluster 2,0,203.75
ljabgidi-1,Cluster 36,0,24.25
ljaafcnc-1,Cluster 25,0,22.80
ljaakeop-1,Cluster 4,0,41.05
bbgppgnp-1,Cluster 12,0,77.67
oiegionb-1,Cluster 25,0,10.12
liioaaci-1,Cluster 36,0,50.12
liinhngj-1,Cluster 26,0,74.73
liillbgk-1,Cluster 1,0,200.99
bbfgbcag-1,Cluster 12,0,56.94
bbfmbdlg-1,Cluster 3,0,130.77
lijagddg-1,Cluster 3,0,112.35
bbfbpkme-1,Cluster 3,0,82.55
bbfhidgf-1,Cluster 12,0,57.62
bbfaboal-1,Cluster 12,0,57.48
bbpjokjp-1,Cluster 3,0,130.05
ljfopmed-1,Cluster 5,0,32.47
bbpkbkea-1,Cluster 3,0,120.66
bbfanifk-1,Cluster 12,0,122.28
oieflign-1,Cluster 25,0,23.07
ljabhlmd-1,Cluster 4,0,33.19
bbfhmceo-1,Cluster 1,0,116.95
lijagbdc-1,Cluster 10,0,13.23
lijajogo-1,Cluster 4,0,30.62
liiohmmi-1,Cluster 3,0,87.33
lijalmgf-1,Cluster 10,0,60.69
ljgbchel-1,Cluster 1,0,207.72
bbepobne-1,Cluster 12,0,39.60
ljfmkhmm-1,Cluster 4,0,51.25
bbfpfplf-1,Cluster 3,0,259.51
ljaceenb-1,Cluster 4,0,29.62
ljakkipb-1,Cluster 2,0,91.53
ljfnlflo-1,Cluster 4,0,40.05
ljfmppid-1,Cluster 1,0,105.94
ljfpbbnf-1,Cluster 2,0,170.87
bbfijnfl-1,Cluster 17,0,138.22
bbgihddm-1,Cluster 2,0,132.26
bbgadpai-1,Cluster 12,0,115.83
ljcpfhia-1,Cluster 14,0,32.74
bbfonjfp-1,Cluster 19,0,38.38
bbfagpfh-1,Cluster 19,0,29.44
bbflpocl-1,Cluster 2,0,144.00
bbfofkhi-1,Cluster 19,0,29.40
ljaciaml-1,Cluster 5,0,33.14
bbflicgm-1,Cluster 12,0,69.18
bbepkoco-1,Cluster 12,0,40.69
bbfbiejf-1,Cluster 3,0,90.49
ljbcgojc-1,Cluster 3,0,119.03
ldbalpkh-1,Cluster 19,0,36.08
ldaammcm-1,Cluster 1,0,285.39
lkdfkdhj-1,Cluster 3,0,177.15
lkcopnho-1,Cluster 12,0,88.24
lkdfbiof-1,Cluster 3,0,245.88
lkdfcnkh-1,Cluster 4,0,52.07
ldaagpmp-1,Cluster 3,0,220.77
bbikaclo-1,Cluster 30,0,49.31
bbijkeon-1,Cluster 24,0,81.33
lcppmbko-1,Cluster 13,0,99.48
ljbbeoha-1,Cluster 3,0,205.87
bbiiejdm-1,Cluster 28,0,52.34
bbihjnjg-1,Cluster 3,0,176.15
bbijbelc-1,Cluster 3,0,76.09
lkcmnnpe-1,Cluster 1,0,81.06
lkcnecgl-1,Cluster 26,0,23.80
lkcnecao-1,Cluster 11,0,104.94
ljbibaob-1,Cluster 3,0,194.53
ldaagnal-1,Cluster 12,0,127.57
lkcnbgeg-1,Cluster 1,0,82.05
bbiiglaj-1,Cluster 24,0,92.66
lkcnampl-1,Cluster 11,0,56.63
lkdfkfco-1,Cluster 3,0,105.12
lkdgggpa-1,Cluster 3,0,177.51
ljbjdmhh-1,Cluster 12,0,86.47
bbijmala-1,Cluster 26,0,37.80
bbijfkof-1,Cluster 24,0,86.88
bbijapgo-1,Cluster 3,0,128.33
bbiipidb-1,Cluster 3,0,100.88
lkdccbch-1,Cluster 13,0,39.65
lkdifofg-1,Cluster 1,0,158.36
ldabhjhj-1,Cluster 28,0,47.96
lcpopjjc-1,Cluster 22,0,124.18
lkdbekig-1,Cluster 1,0,132.53
bakjfbnk-1,Cluster 19,0,35.49
ldbbpkok-1,Cluster 3,0,294.64
lkeddhbc-1,Cluster 3,0,156.69
lkdnccaa-1,Cluster 11,0,56.90
lcolfijh-1,Cluster 1,0,159.94
lcokhjfn-1,Cluster 1,0,80.74
bajdklaf-1,Cluster 1,0,104.76
lkdnbiem-1,Cluster 11,0,61.19
bakkkllj-1,Cluster 3,0,117.77
ljbdcjcb-1,Cluster 12,0,97.36
ldaaignn-1,Cluster 5,0,56.81
bajdibmo-1,Cluster 1,0,58.88
lkeaimmn-1,Cluster 10,0,35.00
lkeahdcj-1,Cluster 10,0,33.64
lkeegkmn-1,Cluster 3,0,279.70
lkdplkii-1,Cluster 13,0,37.80
ljbdhamk-1,Cluster 3,0,132.62
ldabhnng-1,Cluster 4,0,83.72
ldabadoo-1,Cluster 13,0,28.81
ldabbjno-1,Cluster 5,0,42.22
bakkmfgg-1,Cluster 3,0,108.78
ldbaoepj-1,Cluster 13,0,18.60
bakkeemo-1,Cluster 3,0,123.41
bajdcpcj-1,Cluster 1,0,106.25
lkcogfmc-1,Cluster 2,0,205.69
lkcmgghn-1,Cluster 26,0,64.26
ldablmmi-1,Cluster 4,0,58.97
ldaaomia-1,Cluster 4,0,45.83
lcojghac-1,Cluster 4,0,45.43
lcojjihj-1,Cluster 1,0,197.38
ldbankah-1,Cluster 4,0,61.23
ldaancol-1,Cluster 5,0,60.55
lkcngfin-1,Cluster 3,0,276.27
bakjilgp-1,Cluster 3,0,85.30
lcojolhn-1,Cluster 22,0,43.67
ljbcipbf-1,Cluster 3,0,251.79
ljdbdbim-1,Cluster 22,0,131.13
ljbapjaa-1,Cluster 2,0,254.27
ljbdjipd-1,Cluster 3,0,204.96
ljfpnjpj-1,Cluster 11,0,43.08
bbfdfnbm-1,Cluster 3,0,102.37
bbfclafi-1,Cluster 12,0,85.26
ljflefgf-1,Cluster 1,0,91.04
ljcnmodb-1,Cluster 9,0,68.01
ljdbkbic-1,Cluster 9,0,59.97
liipfebh-1,Cluster 11,0,62.90
ljflkchp-1,Cluster 34,0,76.36
ljfmcggi-1,Cluster 2,0,148.29
ljdbfdha-1,Cluster 9,0,46.56
bbendfgd-1,Cluster 3,0,119.89
liioikfa-1,Cluster 3,0,136.06
ljdafmfo-1,Cluster 9,0,67.87
ljcjlnbn-1,Cluster 4,0,36.31
ljcidlok-1,Cluster 3,0,293.97
ljgddnmj-1,Cluster 3,0,88.05
bbfcjggc-1,Cluster 13,0,59.74
ljdajgfk-1,Cluster 9,0,76.40
ljdbfpha-1,Cluster 9,0,67.01
bbfpibfg-1,Cluster 12,0,61.10
ljcpmbmg-1,Cluster 3,0,60.46
liipjpbo-1,Cluster 22,0,76.31
ljdaibkl-1,Cluster 4,0,41.18
bbfhgodf-1,Cluster 17,0,59.97
bbfcglkn-1,Cluster 3,0,130.50
ljdcgkno-1,Cluster 12,0,146.44
ljgdbmmf-1,Cluster 1,0,143.28
bbhjjohb-1,Cluster 12,0,45.65
ljfppdhp-1,Cluster 1,0,158.41
bbfcaoil-1,Cluster 3,0,153.03
ljcjgpfa-1,Cluster 1,0,79.93
ljchhgof-1,Cluster 22,0,33.01
bbfcgiai-1,Cluster 3,0,191.15
ljcinimj-1,Cluster 14,0,38.25
ljblfebi-1,Cluster 3,0,239.82
bbhmifci-1,Cluster 3,0,103.99
liiebfma-1,Cluster 3,0,159.22
ljbeaagh-1,Cluster 22,0,86.20
bbhjaipf-1,Cluster 3,0,113.25
liijhmmp-1,Cluster 3,0,154.16
ljbdiaaj-1,Cluster 3,0,119.53
ljappkdd-1,Cluster 3,0,207.27
bbeeginc-1,Cluster 3,0,150.14
ljcmpfke-1,Cluster 4,0,82.23
bbfdmgoi-1,Cluster 12,0,75.32
ljclnbna-1,Cluster 9,0,122.15
ljdehmkj-1,Cluster 5,0,48.59
bbhkgdmo-1,Cluster 1,0,77.80
bbhkpfaa-1,Cluster 2,0,121.97
liiemdko-1,Cluster 4,0,40.69
ljggangl-1,Cluster 3,0,89.41
bbepafbl-1,Cluster 12,0,75.64
bbfcifgp-1,Cluster 3,0,89.73
bbhlclin-1,Cluster 12,0,51.61
liihmnhk-1,Cluster 4,0,80.69
ljcmkpkj-1,Cluster 3,0,195.48
ljdcnenn-1,Cluster 9,0,60.96
ljcmloem-1,Cluster 4,0,40.87
ljbbaipn-1,Cluster 2,0,159.27
ljcolnkn-1,Cluster 9,0,71.35
liijdaje-1,Cluster 3,0,166.40
liikcjmn-1,Cluster 3,0,301.24
ljcnhcgn-1,Cluster 9,0,96.77
ljfkpfgp-1,Cluster 3,0,198.96
ljcoeekd-1,Cluster 9,0,78.08
bbhkcjda-1,Cluster 3,0,136.01
bbhjoken-1,Cluster 3,0,70.53
ljddnfka-1,Cluster 2,0,166.58
liikjcnh-1,Cluster 4,0,75.37
ljfmgnjc-1,Cluster 3,0,181.35
ljcodjpj-1,Cluster 9,0,64.62
bbogpemh-1,Cluster 3,0,120.97
mblbppbd-1,Cluster 3,0,169.02
liciakhe-1,Cluster 4,0,61.50
liiaahhl-1,Cluster 3,0,192.00
likalgim-1,Cluster 1,0,59.20
liioagff-1,Cluster 10,0,42.40
bboolglo-1,Cluster 3,0,118.49
lijohbno-1,Cluster 11,0,67.46
lijpcaao-1,Cluster 11,0,45.79
bbpbpmgo-1,Cluster 1,0,125.58
likaghcc-1,Cluster 1,0,244.07
lihofpll-1,Cluster 1,0,74.37
licicmll-1,Cluster 11,0,73.06
liicneio-1,Cluster 33,0,26.24
liceggeg-1,Cluster 31,0,40.69
licdpimc-1,Cluster 1,0,123.86
licicmec-1,Cluster 40,0,106.12
lidikndo-1,Cluster 13,0,65.34
licgpbja-1,Cluster 1,0,113.12
liioejbd-1,Cluster 22,0,163.47
lidjbofg-1,Cluster 22,0,140.12
lijpflcf-1,Cluster 1,0,114.97
licegnnj-1,Cluster 1,0,91.40
lichinkg-1,Cluster 1,0,163.01
liemepga-1,Cluster 40,0,88.82
liemfcon-1,Cluster 1,0,184.51
bbpennhd-1,Cluster 1,0,159.76
bboppbaj-1,Cluster 11,0,75.00
bbojocck-1,Cluster 3,0,175.07
bbpbejal-1,Cluster 3,0,119.26
lichdajn-1,Cluster 1,0,79.02
bbokeebo-1,Cluster 3,0,106.43
licennon-1,Cluster 1,0,56.99
licekfoi-1,Cluster 11,0,42.45
lifaapoj-1,Cluster 11,0,44.57
lifaiemd-1,Cluster 5,0,44.30
bbojlhah-1,Cluster 3,0,86.47
lihnonbg-1,Cluster 12,0,134.39
bbpfngba-1,Cluster 11,0,203.16
licfgabe-1,Cluster 1,0,151.82
bbpkbjlk-1,Cluster 12,0,68.41
lijlkgja-1,Cluster 1,0,114.65
lijabnpe-1,Cluster 4,0,83.90
liibbjnm-1,Cluster 5,0,55.23
lihmhpdf-1,Cluster 11,0,94.60
liiakokp-1,Cluster 13,0,37.12
bboebohj-1,Cluster 1,0,78.98
lijlconh-1,Cluster 11,0,69.18
likcjmle-1,Cluster 12,0,107.52
likabeln-1,Cluster 4,0,75.05
lihkjfol-1,Cluster 1,0,128.20
lihonekj-1,Cluster 13,0,41.45
likbpkkg-1,Cluster 5,0,50.94
bboghfdc-1,Cluster 1,0,87.47
lihpojlm-1,Cluster 1,0,45.43
bbofpfhp-1,Cluster 40,0,69.99
lihoagjg-1,Cluster 1,0,181.03
liieapem-1,Cluster 11,0,30.84
liicnopp-1,Cluster 11,0,47.46
bbpbhpel-1,Cluster 40,0,82.09
bbohjoac-1,Cluster 3,0,111.76
bbogedie-1,Cluster 3,0,96.27
likbbean-1,Cluster 5,0,92.25
lijlnabf-1,Cluster 40,0,58.43
lihodfgl-1,Cluster 1,0,110.32
likbmcfn-1,Cluster 5,0,43.30
liiajlnf-1,Cluster 11,0,42.54
bbpedcla-1,Cluster 3,0,130.19
likddgli-1,Cluster 13,0,32.65
liiodhdm-1,Cluster 3,0,173.99
bbogafeb-1,Cluster 2,0,176.92
bbohbofe-1,Cluster 3,0,132.49
liicedkk-1,Cluster 5,0,48.32
bboffeem-1,Cluster 11,0,76.77
bbpdljce-1,Cluster 3,0,130.59
licdncbe-1,Cluster 5,0,58.43
liciiaei-1,Cluster 11,0,102.69
mbokbjfm-1,Cluster 5,0,37.98
mbmalocn-1,Cluster 4,0,35.40
mbngmmel-1,Cluster 28,0,48.45
bboobcni-1,Cluster 1,0,108.10
mbljifjg-1,Cluster 4,0,66.33
mbnebhin-1,Cluster 10,0,27.46
mblkidpn-1,Cluster 13,0,38.74
mbodocac-1,Cluster 1,0,102.73
mbnfaihn-1,Cluster 13,0,50.44
bblnljjb-1,Cluster 11,0,87.65
mboefcjk-1,Cluster 11,0,77.31
mbmbffld-1,Cluster 22,0,82.68
bbiobekl-1,Cluster 11,0,33.78
bbimmkll-1,Cluster 11,0,39.74
bbipfnfj-1,Cluster 40,0,66.79
bblomdaf-1,Cluster 11,0,44.93
bblphhmf-1,Cluster 40,0,78.93
bblngldn-1,Cluster 1,0,84.04
mbodofdo-1,Cluster 1,0,134.20
mbmbbdhp-1,Cluster 3,0,153.26
mblkhnnm-1,Cluster 5,0,46.42
bblinhnp-1,Cluster 1,0,89.95
mbknikpf-1,Cluster 3,0,146.85
mbofohjb-1,Cluster 35,0,59.47
bbljbndf-1,Cluster 1,0,103.23
bblolihj-1,Cluster 11,0,42.22
bcnefcak-1,Cluster 11,0,56.31
mbohdfoc-1,Cluster 37,0,39.38
mboeljea-1,Cluster 35,0,27.05
oifmdcmo-1,Cluster 35,0,114.61
mbkofdpi-1,Cluster 11,0,71.35
mbjpmdod-1,Cluster 3,0,147.44
mboefopn-1,Cluster 35,0,44.07
bcneillk-1,Cluster 11,0,32.69
mblblmgo-1,Cluster 11,0,71.30
mbjplfcp-1,Cluster 1,0,65.43
mblcddeh-1,Cluster 3,0,201.85
mbofhncj-1,Cluster 35,0,46.10
bbpeflih-1,Cluster 1,0,83.95
mblibeon-1,Cluster 1,0,161.98
mblkobpp-1,Cluster 3,0,139.98
mblmffmd-1,Cluster 24,0,72.70
mblhconj-1,Cluster 12,0,109.50
mbojkhkh-1,Cluster 13,0,32.42
mbpblnck-1,Cluster 3,0,214.90
mbmciadm-1,Cluster 30,0,46.33
bbipknfa-1,Cluster 1,0,118.76
mbolbemp-1,Cluster 19,0,81.73
bbiomkpe-1,Cluster 28,0,75.00
bblpijca-1,Cluster 12,0,75.46
mboocaga-1,Cluster 26,0,84.67
mbpakbhj-1,Cluster 13,0,57.57
mbmcgfml-1,Cluster 24,0,86.93
bbllbclh-1,Cluster 3,0,131.04
mblmcpdn-1,Cluster 24,0,120.39
mbomheof-1,Cluster 24,0,63.35
mbooahho-1,Cluster 28,0,60.74
mbologdk-1,Cluster 4,0,51.61
mbndegjg-1,Cluster 3,0,80.02
mbolmacn-1,Cluster 1,0,191.82
mcbgophn-1,Cluster 1,0,62.50
mbngioek-1,Cluster 9,0,32.47
mblhgdej-1,Cluster 1,0,106.03
mbljagle-1,Cluster 3,0,161.66
mboogclf-1,Cluster 24,0,63.76
mbngfibp-1,Cluster 28,0,92.84
bbpeipjo-1,Cluster 28,0,62.68
bbpelgej-1,Cluster 24,0,137.28
mbolmjpk-1,Cluster 11,0,50.17
bbooipab-1,Cluster 26,0,57.21
bbooefdf-1,Cluster 24,0,89.41
bbonimko-1,Cluster 26,0,32.69
mboobdie-1,Cluster 10,0,24.16
mbokdnek-1,Cluster 1,0,107.65
bbonolnc-1,Cluster 3,0,102.96
ligfebfd-1,Cluster 10,0,27.36
liglpfej-1,Cluster 37,0,28.72
liihakkm-1,Cluster 1,0,98.31
lihcfoja-1,Cluster 10,0,75.37
lijgagme-1,Cluster 1,0,134.66
lihbjadd-1,Cluster 5,0,58.97
bbojagkn-1,Cluster 3,0,152.31
lihckhde-1,Cluster 10,0,44.48
lijhnkei-1,Cluster 3,0,164.19
liioobid-1,Cluster 19,0,64.57
lijglemo-1,Cluster 41,0,59.11
lijdbcoa-1,Cluster 22,0,83.04
liglmlbo-1,Cluster 35,0,48.18
lihlgacn-1,Cluster 35,0,41.50
ligeefmf-1,Cluster 35,0,47.41
lihbfobk-1,Cluster 35,0,53.92
bbojejji-1,Cluster 19,0,43.26
lihciglh-1,Cluster 37,0,53.47
lihkmoce-1,Cluster 41,0,67.46
lijmdhhi-1,Cluster 1,0,204.33
lihmocke-1,Cluster 35,0,59.74
lihmjlkg-1,Cluster 41,0,40.37
bbohmehe-1,Cluster 3,0,174.66
liicadml-1,Cluster 4,0,42.22
liibgclj-1,Cluster 35,0,76.36
liibmhjf-1,Cluster 5,0,44.12
liiblofe-1,Cluster 35,0,61.41
lijmhmni-1,Cluster 1,0,128.97
lijmeoog-1,Cluster 11,0,102.73
bbpkghik-1,Cluster 2,0,200.63
liipmald-1,Cluster 13,0,53.33
bbojdlhb-1,Cluster 3,0,123.28
lijjpkno-1,Cluster 3,0,147.66
lijnipph-1,Cluster 4,0,56.13
lihmkace-1,Cluster 41,0,88.42
bbpkliib-1,Cluster 17,0,106.57
bboiniaj-1,Cluster 12,0,88.37
lihkmjce-1,Cluster 41,0,60.60
lijcogob-1,Cluster 13,0,45.74
lijeance-1,Cluster 35,0,37.48
lijjpfal-1,Cluster 3,0,140.44
ligcblmi-1,Cluster 10,0,44.80
ligdjcfc-1,Cluster 37,0,26.46
ligjljjl-1,Cluster 5,0,57.30
ligdockp-1,Cluster 35,0,49.08
lijhlpnk-1,Cluster 3,0,208.26
liifemgp-1,Cluster 3,0,237.25
lihcmfal-1,Cluster 37,0,21.00
ligcemmh-1,Cluster 37,0,18.88
lihaidil-1,Cluster 35,0,109.05
ligfcail-1,Cluster 14,0,21.22
lihdbfim-1,Cluster 5,0,43.17
lihebeec-1,Cluster 37,0,25.51
lihfgfan-1,Cluster 4,0,65.07
lijfbfbi-1,Cluster 33,0,38.83
lihajmei-1,Cluster 10,0,46.96
lihfklld-1,Cluster 37,0,50.71
lijdmcbj-1,Cluster 3,0,245.15
ligpofci-1,Cluster 4,0,36.17
lihgnhlc-1,Cluster 10,0,25.15
liggaofb-1,Cluster 5,0,40.82
liihbpnm-1,Cluster 3,0,87.78
lihildol-1,Cluster 10,0,59.15
lihinbng-1,Cluster 5,0,45.83
lihinpcd-1,Cluster 4,0,39.47
liihdnea-1,Cluster 3,0,94.83
lijgmokb-1,Cluster 13,0,69.81
lijhccmo-1,Cluster 19,0,66.38
lijhjike-1,Cluster 22,0,129.28
lihaghck-1,Cluster 14,0,66.61
lijidoea-1,Cluster 10,0,69.81
liglekhb-1,Cluster 10,0,59.15
lijeeaec-1,Cluster 40,0,80.42
lijflikc-1,Cluster 41,0,36.94
lijiahpk-1,Cluster 19,0,60.46
ligfjgih-1,Cluster 10,0,61.68
mbklnmdh-1,Cluster 10,0,67.33
mbkmiogj-1,Cluster 26,0,36.35
lihjejdf-1,Cluster 35,0,47.28
lignekck-1,Cluster 35,0,44.39
mbklcmmn-1,Cluster 22,0,179.09
bblpnmip-1,Cluster 24,0,97.04
bblkjilg-1,Cluster 28,0,86.11
bbmakdhk-1,Cluster 12,0,96.09
mbopfnge-1,Cluster 2,0,190.92
bbljnemc-1,Cluster 26,0,77.13
mbllppea-1,Cluster 19,0,45.52
mbobejoi-1,Cluster 4,0,52.56
mbobdolo-1,Cluster 12,0,165.27
mboagmdb-1,Cluster 3,0,155.02
mbmcdmgj-1,Cluster 1,0,183.52
mbllnecp-1,Cluster 12,0,127.70
mbkkofpn-1,Cluster 22,0,86.38
mbkmaiic-1,Cluster 10,0,23.98
mblppcep-1,Cluster 33,0,36.49
mboafben-1,Cluster 5,0,45.70
mbllmnnp-1,Cluster 10,0,48.68
bblkjbcb-1,Cluster 26,0,65.07
bbmadjca-1,Cluster 24,0,82.95
mbllbpid-1,Cluster 11,0,73.24
mboinckd-1,Cluster 3,0,197.38
mbpcddak-1,Cluster 12,0,63.76
lihlibfk-1,Cluster 1,0,90.72
mblmhkcj-1,Cluster 26,0,69.99
bbpedipo-1,Cluster 11,0,76.31
mblmepaa-1,Cluster 28,0,48.72
mbmcokak-1,Cluster 28,0,76.13
bblnpkhd-1,Cluster 1,0,78.30
mblpgpab-1,Cluster 3,0,162.65
mbpbphab-1,Cluster 5,0,35.04
bbiphaba-1,Cluster 12,0,66.88
mbloigno-1,Cluster 3,0,116.32
mblnhoig-1,Cluster 3,0,165.90
mboopoah-1,Cluster 3,0,114.65
ligengip-1,Cluster 41,0,44.80
ligiddfo-1,Cluster 10,0,37.25
ligfalkc-1,Cluster 10,0,14.72
lignamkd-1,Cluster 10,0,30.98
mbkleigd-1,Cluster 3,0,285.66
ligkbkpk-1,Cluster 25,0,32.11
ligpcdad-1,Cluster 41,0,59.79
ligdncgo-1,Cluster 10,0,55.41
mcclfbbp-1,Cluster 3,0,257.75
ligkpdlo-1,Cluster 10,0,24.38
liglbclg-1,Cluster 35,0,60.10
mbodndpc-1,Cluster 12,0,107.20
bbjehcek-1,Cluster 12,0,65.25
bbjecaib-1,Cluster 19,0,29.89
bbjfolin-1,Cluster 24,0,56.22
ligjdkjc-1,Cluster 41,0,59.79
mbocalcg-1,Cluster 26,0,41.86
mbobpdpc-1,Cluster 3,0,154.03
ligmpjmj-1,Cluster 37,0,75.00
mbobpohj-1,Cluster 42,0,62.77
mbkkfanc-1,Cluster 5,0,50.58
bbjfnoeo-1,Cluster 12,0,107.20
mbnpknng-1,Cluster 26,0,107.65
mbkmceia-1,Cluster 26,0,24.88
mcbgnbng-1,Cluster 4,0,72.93
bbjagpbc-1,Cluster 12,0,79.70
bbjenbio-1,Cluster 42,0,86.34
mcdhkdpe-1,Cluster 42,0,65.43
bbjaekac-1,Cluster 3,0,106.88
bbjaffdb-1,Cluster 3,0,79.66
mbkkkcpk-1,Cluster 24,0,97.31
bbljmiej-1,Cluster 28,0,71.26
mblpnmkg-1,Cluster 1,0,134.25
bbjackfe-1,Cluster 12,0,72.57
mbodapji-1,Cluster 4,0,56.31
ligpbmjd-1,Cluster 41,0,49.36
bbkeheea-1,Cluster 17,0,148.47
maagdleh-1,Cluster 37,0,12.01
bcnmclkc-1,Cluster 2,0,98.98
bclmhfhk-1,Cluster 1,0,94.11
mbhgaaon-1,Cluster 17,0,156.69
lpohmmhj-1,Cluster 2,0,176.06
bcmhkggk-1,Cluster 12,0,83.86
mbhbhhag-1,Cluster 1,0,115.01
mbhgnnij-1,Cluster 3,0,100.29
mbhogphc-1,Cluster 11,0,105.67
bcmehhdp-1,Cluster 3,0,136.33
mbhjdbkj-1,Cluster 12,0,68.95
bcmcdkde-1,Cluster 17,0,56.13
mbhcfiop-1,Cluster 1,0,201.17
bcmdgjgc-1,Cluster 12,0,94.24
lpohbdml-1,Cluster 3,0,178.32
mbhmfnpi-1,Cluster 1,0,84.76
bcmhkfpa-1,Cluster 3,0,64.21
mbhehljj-1,Cluster 4,0,26.91
mbhagldl-1,Cluster 11,0,48.09
mbhaenpm-1,Cluster 11,0,57.21
mbgpnlkm-1,Cluster 13,0,36.49
mbgpmpfb-1,Cluster 43,0,39.42
bcmcfpah-1,Cluster 1,0,67.82
mbhnhlbd-1,Cluster 11,0,110.45
lpojnajh-1,Cluster 33,0,17.29
mbhegdjg-1,Cluster 13,0,94.47
lpoiiida-1,Cluster 25,0,47.96
mbhkbdlc-1,Cluster 1,0,147.16
mbhkeboh-1,Cluster 11,0,105.26
mbhnbegm-1,Cluster 33,0,97.99
mbhoaoje-1,Cluster 1,0,112.66
bcmcgkfj-1,Cluster 1,0,88.28
lpoiajnb-1,Cluster 11,0,74.60
lpompfph-1,Cluster 5,0,27.23
lpompcdl-1,Cluster 4,0,45.88
lpojedli-1,Cluster 13,0,63.44
lpoikimb-1,Cluster 10,0,60.55
lpolfpnd-1,Cluster 13,0,53.92
mbhkjnmj-1,Cluster 31,0,68.91
mbhjoibf-1,Cluster 1,0,80.02
mbhbkopl-1,Cluster 1,0,194.35
bcmlpbjk-1,Cluster 3,0,97.45
mabdmell-1,Cluster 31,0,39.47
bcnlnhal-1,Cluster 12,0,104.90
bcmgpkif-1,Cluster 17,0,141.97
bcnlcgmc-1,Cluster 12,0,126.80
bcmlifph-1,Cluster 3,0,89.68
mbiakbfb-1,Cluster 4,0,71.89
bcnjkeeb-1,Cluster 12,0,90.72
bcmfkobb-1,Cluster 12,0,74.78
mbhoopjf-1,Cluster 10,0,27.82
bcmaiokg-1,Cluster 2,0,148.52
mbhcgecc-1,Cluster 12,0,84.40
bcmbpbdl-1,Cluster 19,0,33.28
bcnlkpcn-1,Cluster 2,0,140.21
bcmdjign-1,Cluster 19,0,51.93
mbhdjkkk-1,Cluster 31,0,95.19
mbhlefkf-1,Cluster 2,0,115.24
bcmlbopk-1,Cluster 12,0,51.84
mbhlolie-1,Cluster 2,0,157.37
bcmhblcn-1,Cluster 3,0,121.06
mbhlmoei-1,Cluster 12,0,76.54
mbhdanai-1,Cluster 4,0,58.25
mbhklada-1,Cluster 2,0,110.14
mbhcmdie-1,Cluster 3,0,90.63
bcmgknpk-1,Cluster 19,0,53.33
mbhpchaa-1,Cluster 13,0,38.52
mbhpkcif-1,Cluster 13,0,73.33
mbhppjff-1,Cluster 25,0,7.81
bcmbpchh-1,Cluster 12,0,37.62
bcmbhfkg-1,Cluster 3,0,125.17
mbhlopma-1,Cluster 2,0,206.54
